word,english_translation
आवाज,Translation Error
जालो,Translation Error
खोरें,Translation Error
खांदार,Translation Error
घेवन,Translation Error
दिपक,Translation Error
मुशींकडले,Translation Error
कुणगेंतल्यान,Translation Error
बांदार,Translation Error
येयलो,Translation Error
जोगलां,Translation Error
चडूच,Translation Error
झगझगूंक,Translation Error
लागिल्लीं,Translation Error
गुड्गुडूम्,Translation Error
गुड्गुडूम्,Translation Error
मळबांत,Translation Error
आकांताचें,Translation Error
तांडव,Translation Error
सुरू,Translation Error
जालें,Translation Error
टप्,Translation Error
टप्,Translation Error
करून,Translation Error
दोन,Translation Error
थेंब,Translation Error
दिपकाच्या,Translation Error
आंगार,Translation Error
पडले,Translation Error
ताणें,Translation Error
मागीर,Translation Error
फुरसद,Translation Error
पळयली,Translation Error
ना,Translation Error
पावस,Translation Error
पडूंक,Translation Error
लागल्यार,Translation Error
आपूण,Translation Error
बेठोच,Translation Error
भिजतलों,Translation Error
अशें,Translation Error
येवजून,Translation Error
तो,Translation Error
नेटान,Translation Error
पावलां,Translation Error
मारूंक,Translation Error
लागलो,Translation Error
आतां,Translation Error
झाडमोड्याचो,Translation Error
वारो,Translation Error
सुरू,Translation Error
जाल्लो,Translation Error
वाड्यावेलीं,Translation Error
झाडां,Translation Error
माडां,Translation Error
वाऱ्यां,Translation Error
नेटार,Translation Error
धोलूंक,Translation Error
लागिल्लीं,Translation Error
पावसाचो,Translation Error
टप्,Translation Error
टप्,Translation Error
सुरू,Translation Error
जाल्लो,Translation Error
सटसटीत,Translation Error
पावलां,Translation Error
मारत,Translation Error
तो,Translation Error
येयलो,Translation Error
घराफाटलो,Translation Error
आकांडो,Translation Error
बलांटून,Translation Error
भितर,Translation Error
येतना,Translation Error
तागेली,Translation Error
नदर,Translation Error
भितोडेंतल्या,Translation Error
बानावळी,Translation Error
नाल्लाच्या,Translation Error
माडार,Translation Error
पडली,Translation Error
तो,Translation Error
वयर,Translation Error
वयर,Translation Error
मळबांत,Translation Error
गेल्लो,Translation Error
माड,Translation Error
आकांताचो,Translation Error
